gene10841	Xetrov90000001m.g
gene4734	aimp1
gene22960	tbck
gene8556	Xetrov90001152m.g
gene4979	npnt
gene4903	gstcd
gene7509	ints12
gene32452	arhgef38
gene232	ppa1
gene9713	Xetrov90001162m.g
gene24328	tet2
gene12705	Xetrov90001164m.g
gene25854	cxxc4
gene29801	LOC108645705
gene32262	LOC105946345
gene11173	Xetrov90001167m.g
gene21804	tacr3
gene32132	LOC105946346
gene28110	cenpe
gene4491	bdh2
gene33728	slc9b2
gene30610	cisd2
gene24397	ube2d3
gene27589	manba
gene7478	nfkb1
gene4262	slc39a8
gene32794	LOC101731251
gene23515	bank1
gene27616	ppp3ca
gene33188	emcn
gene18941	ddit4l
gene3125	adh1c
gene4119	h2afz
gene4778	dnajb14
gene31300	mttp.1
gene29551	LOC101731618
gene4265	dapp1
gene33979	adh7
gene28767	adh1
gene8088	adh1b
gene15856	LOC100486839
gene31416	LOC100487777
gene28506	adh1a
gene18542	LOC100488099
gene33981	adh4
gene8481	adh5
gene7163	metap1
gene3766	eif4e
gene27270	tspan5
gene25882	rap1gds1
gene20770	stpg2
gene8555	Xetrov90001211m.g
gene33760	unc5c
gene28788	bmpr1b
gene12957	Xetrov90001216m.g
gene13517	Xetrov90001217m.g
gene18105	pdlim5
gene31429	LOC100485437
gene4444	hpgds
gene21077	smarcad1
gene25639	atoh1
gene31408	grid2
gene24493	LOC108648252
gene28613	ccser1
gene15064	Xetrov90001225m.g
gene10214	Xetrov90001226m.g
gene32700	mmrn1
gene10089	mmrn1
gene1920	snca
gene17153	gprin3
gene30034	LOC100489122
gene25198	fam13a
gene7003	herc3
gene24371	jchain
gene6183	dck.1
gene11474	Xetrov90001239m.g
gene3421	mob1b
gene24205	rufy3
gene17918	herc6
gene32121	ppm1k
gene5895	abcg2
gene25805	pkd2
gene2701	LOC100271753
gene24792	LOC100488166
gene1940	ibsp
gene25399	dspp
gene33889	dmp1
gene19007	odam
gene23387	cdkl2
gene3045	g3bp2
gene6719	uso1
gene409	enam
gene6178	ambn
gene29539	LOC105946460
gene1123	rchy1
gene5078	parm1
gene7648	btc
gene17385	LOC101731881
gene29773	LOC100490898
gene32894	uhrf1
gene12307	Xetrov90001264m.g
gene18376	LOC108648276
gene25055	LOC100498069
gene11512	Xetrov90001268m.g
gene29002	LOC108648277
gene25543	adgrl3
gene15221	Xetrov90001274m.g
gene11689	Xetrov90001275m.g
gene31862	LOC108648278
gene17683	LOC101732228
gene22797	LOC105946088
gene9373	Xetrov90001278m.g
gene24148	LOC108648281
gene29349	kdm4b
gene16258	LOC108648284
gene21410	LOC105946089
gene13791	Xetrov90001282m.g
gene11223	ptprs
gene10153	ptprs
gene12906	ptprs
gene12500	ptprs
gene31820	ptprs
gene13357	Xetrov90001284m.g
gene18587	LOC101732465
gene13433	Xetrov90001286m.g
gene5410	noa1
gene474	polr2b
gene8396	rest
gene22760	hnrnpm
gene11944	Xetrov90001292m.g
gene29341	timm44
gene9875	Xetrov90001295m.g
gene31929	ctxn1
gene17420	fbn3
gene6440	cers4
gene18119	LOC100489862
gene5139	lsm7
gene27322	sppl2b
gene8118	tmprss9
gene6555	timm13
gene1901	lmnb2
gene7967	rpl36
gene20179	lrrc14b
gene24242	LOC100488960
gene28499	mfsd12
gene32593	LOC100494408
gene17574	pias4
gene21673	LOC108648316
gene2815	eef2.1
gene3230	dapk3
gene20259	atcay
gene32498	matk
gene5288	LOC100494570
gene2153	rax2
gene2772	mrpl54
gene17776	apba3
gene8472	tjp3
gene32240	pip5k1c
gene28705	cactin
gene1061	tbxa2r
gene18399	gipc3
gene1025	hmg20b
gene6060	c19orf10
gene794	dpp9
gene29247	sema6b
gene20593	plin3
gene714	hdgfrp2
gene5179	ubxn6
gene5097	chaf1a
gene31322	sh3gl1
gene4890	mpnd
gene27045	stap2
gene4948	fsd1
gene16456	shd
gene31002	ankrd24
gene18667	ebi3
gene20442	LOC108648333
gene12836	Xetrov90001346m.g
gene12008	Xetrov90001347m.g
gene8522	LOC108644497
gene10013	Xetrov90001349m.g
gene26144	LOC105945920
gene8795	Xetrov90001350m.g
gene9645	Xetrov90001352m.g
gene10002	Xetrov90001353m.g
gene19908	LOC105945922
gene15281	Xetrov90001354m.g
gene14821	Xetrov90001355m.g
gene22978	LOC101733659
gene1016	b4galt1.1
gene1132	b4galt1.2
gene29108	LOC105945933
gene32222	smu1
gene963	dnaja1
gene21461	aptx
gene7639	ikbkap
gene18939	kcmf1
gene22974	slc20a2
gene4669	bmp2k
gene33147	paqr3
gene21516	antxr2
gene146	prdm8
gene19939	LOC105945940
gene33303	fgf5
gene25988	c4orf22
gene20685	bmp3
gene19954	prkg2
gene33357	LOC100497578
gene28486	fnta
gene3092	pomk
gene29280	hgsnat
gene1719	ints10
gene18956	csgalnact1
gene551	sh2d4a
gene12531	Xetrov90001389m.g
gene27092	LOC108648345
gene21877	psd3
gene13931	Xetrov90001392m.g
gene16195	lpl
gene24832	fut10
gene6084	nrg1
gene9841	LOC101730777
gene32406	LOC101730712
gene13944	ubxn8-like
gene17952	ubxn8
gene747	ppp2cb
gene3036	wrn
gene31960	purg
gene13520	LOC101732598-like
gene18608	tex15
gene12966	LOC100497501
gene13104	Xetrov90001404m.g
gene23797	LOC105945872
gene2760	dusp4
gene31152	tnks
gene5285	ppp1r3b
gene12316	Xetrov90001409m.g
gene3345	eri1
gene7022	dohh
gene27471	smim24
gene23201	nfic
gene2664	rorb.2
gene5286	abhd17a
gene6918	rexo1
gene21837	LOC108648367
gene2192	atp8b3
gene19121	atp8b3
gene32484	LOC108648364
gene21374	onecut3
gene16040	tcf3
gene16740	uqcr11
gene2060	mbd3
gene507	mex3d
gene23457	unc13a
gene6751	ap1m1
gene515	upf1
gene27289	LOC100491961
gene21980	LOC101732303
gene22393	LOC100491788
gene6864	arrdc2
gene27986	pigg
gene22907	LOC105945393
gene24395	atp5i
gene19364	cwf19l1
gene1683	gak
gene21534	LOC108648369
gene33950	gadd45b
gene276	gng7
gene23421	diras1
gene18250	slc39a3
gene31425	sgta
gene6385	thop1
gene21190	plk5
gene15925	LOC100487633
gene4188	LOC100486858
gene26099	pcsk4
gene32505	reep6
gene17528	c19orf25
gene13562	Xetrov90001450m.g
gene6382	apc2
gene28107	LOC101735095
gene5588	rps15
gene3398	dazap1
gene3362	gamt
gene2879	ndufs7
gene29429	mum1
gene30214	LOC100496389
gene23102	efna2
gene5628	c19orf24
gene6172	cirbp
gene31383	LOC105945776
gene562	midn
gene1257	atp5d
gene3993	cbarp
gene8173	stk11
gene22503	LOC101734868
gene508	cnn1
gene30416	hmha1
gene1161	polr2e
gene25100	LOC779531
gene30342	gpx4
gene32961	sbno2
gene7206	tmem259
gene27565	grin3b
gene7199	wdr18
gene32940	LOC105945768
gene31396	arid3a
gene10344	Xetrov90001480m.g
gene18033	trnaa-cgc
gene1349	kiss1r
gene25264	r3hdm4
gene8244	med16
gene8433	cfd
gene897	prtn3-like.1
gene1415	lppr3
gene5369	ptbp1
gene33531	misp
gene19967	palm
gene2339	LOC100497492
gene27668	LOC105945763
gene32711	pgpep1
gene17910	timm10
gene10769	Xetrov90001499m.g
gene4531	LOC108645706
gene9128	Xetrov90001501m.g
gene25526	LOC108648378
gene11671	Xetrov90001502m.g
gene3080	LOC101734849
gene3905	LOC105945765
gene7450	LOC108648379
gene402	LOC105945756
gene2989	LOC105945754
gene7641	LOC108645674
gene22609	LOC100491733
gene19806	LOC100494007
gene30553	ugt2b4
gene1524	LOC101734175
gene4240	LOC101734108
gene300	ndufa7
gene3110	rps28p9
gene21132	trnay-gua
gene23047	kank3
gene29113	LOC108645707
gene30884	LOC105945731
gene2586	angptl4
gene20705	rab11b.1
gene4538	march2
gene1405	rab11b.2
gene7631	lonp1
gene8377	larp6-like.1
gene20741	nrtn
gene5446	med11
gene13378	LOC100492669
gene4304	ndufa11
gene3161	caps
gene6727	vmac
gene1684	ranbp3
gene26455	slc1a6
gene21880	LOC105945719
gene15514	LOC100493006
gene16757	LOC100493006
gene265	rfx2
gene8141	acsbg2
gene2601	mllt1
gene4691	acer1
gene2823	anp32c
gene12456	Xetrov90001545m.g
gene10805	Xetrov90001546m.g
gene20422	znf414
gene16469	myo1f
gene26368	adamts10
gene22426	zap70
gene15782	LOC100494822
gene9048	Xetrov90001552m.g
gene13642	Xetrov90001553m.g
gene4238	LOC100495756
gene29451	lingo3
gene30135	LOC100495921
gene19438	oaz1
gene7783	jsrp1
gene27428	amh
gene3814	sf3a2
gene5571	plekhj1
gene17577	dot1l
gene17188	LOC108648439
gene19633	LOC101732407
gene29680	LOC108645675
gene25633	LOC105945677
gene30383	ap3d1
gene14727	Xetrov90001567m.g
gene6166	mob3a
gene7675	mknk2
gene5653	btbd2
gene4572	csnk1g2
gene15733	Xetrov90001572m.g
gene11974	LOC100496390
gene23730	ankle1
gene3142	lage3
gene29433	LOC100498370
gene17891	LOC100498531
gene2559	enc1.2
gene6626	pex11g
gene30220	LOC100485024
gene6171	lsm4
gene10848	LOC101733958
gene4653	jund
gene7010	LOC100496955
gene24881	pde4c
gene32907	rab3a
gene31440	LOC100497159
gene7398	mpv17l2
gene1010	ifi30
gene34125	pik3r2
gene11954	Xetrov90001590m.g
gene19755	mast3
gene15522	il12rb1
gene23625	LOC100496683
gene27790	gna15
gene24950	gzmh
gene28600	fam32a
gene32880	cib3
gene1464	hsh2d
gene30443	tpm4
gene1008	rab8a
gene7441	pnhd
gene5807	admp
gene5876	tspan3-like.1
gene7241	elavl1
gene22840	LOC100496215
gene18673	LOC105945613
gene23867	LOC100494167
gene2388	pram1
gene422	safb
gene13331	LOC101733787
gene27139	LOC100495905
gene6091	LOC100493646
gene32983	LOC100493812
gene15630	Xetrov90001617m.g
gene28948	LOC100493486
gene24842	LOC105945607
gene13540	Xetrov90001619m.g
gene3909	LOC100493163
gene30433	LOC100492887
gene1247	LOC105945603
gene7932	LOC101730653
gene8494	LOC100145037
gene32890	LOC100492722
gene17246	LOC105945610
gene21209	LOC100492436
gene29881	LOC100492276
gene16620	LOC100491777
gene28854	LOC100491946
gene34026	LOC100495583
gene5678	LOC101734715
gene9845	Xetrov90001633m.g
gene9293	Xetrov90001633m.g
gene3858	LOC100490955
gene24282	LOC105945584
gene5816	LOC100496598
gene13630	Xetrov90001637m.g
gene30201	LOC101733886
gene9064	LOC100490008-like
gene17527	LOC100490008
gene21669	LOC100488847
gene86	LOC100488574
gene19270	LOC100489433
gene13136	LOC100489928
gene25883	LOC100489762
gene29845	LOC101734350
gene27609	LOC100490500
gene3051	LOC100488212
gene17939	LOC100489597
gene31110	LOC100490324
gene22547	LOC101733714
gene17237	LOC101733492
gene30735	LOC100490670
gene25490	LOC100489008
gene24610	LOC108648771
gene12443	Xetrov90001654m.g
gene5390	LOC100491628
gene5624	LOC100491124
gene17320	LOC100491967
gene12041	LOC100491295-like.1
gene29505	cryga
gene24451	LOC105945147
gene19157	LOC100491295
gene11077	LOC100491295-like.2
gene13676	LOC100492624
gene361	MGC89845
gene5877	LOC105945546
gene21844	znf420
gene7935	mier2
gene4667	theg
gene16000	trnag-ucc
gene31411	trnae-cuc
gene28254	LOC108645676
gene1881	c2cd4c
gene24995	shc2
gene19788	odf3l1
gene26084	mfsd14b
gene6022	madcam1
gene2278	tpgs1
gene3058	cdc34
gene24087	bsg
gene28285	hcn2
gene3968	polrmt
gene30963	fgf22
gene5143	rnf126
gene10947	Xetrov90001684m.g
gene4335	fstl3
gene2635	prtn3-like.2
gene10140	Xetrov90001687m.g
gene33621	gdf15
gene5308	chchd10
gene23164	LOC101731250
gene21235	LOC100489128
gene25931	ssbp4
gene4735	isyna1
gene17953	ell
gene19128	fkbp8
gene8003	kxd1
gene4156	uba52
gene1501	c19orf60
gene16692	LOC108645708
gene22319	crlf1
gene1003	tmem59l
gene23129	klhl26
gene5105	crtc1
gene16534	comp
gene21710	LOC105947700
gene15216	Xetrov90001707m.g
gene26795	LOC105947701
gene32460	parp14.3
gene14345	LOC101732303
gene4111	fam47e
gene24177	slc10a6
gene29438	ptpn13
gene8383	rasgef1b
gene31450	hnrnpd
gene8501	hnrnpdl
gene28662	enoph1
gene24840	tmem150c
gene30092	LOC105946459
gene5374	hpse
gene8257	hsd17b11
gene32450	ugt2a1
gene3011	ythdc1
gene6135	tmprss11f
gene20024	LOC108648818
gene10411	LOC101732637
gene5804	coq2
gene3419	uba6
gene23033	stap1
gene27349	cenpc
gene22059	epha5
gene16738	sgk223
gene30023	mboat4
gene6859	cops4
gene30492	leprotl1
gene17291	LOC100127800
gene3848	gsr
gene32574	LOC101731273
gene6692	saraf
gene1550	gtf2e2
gene7570	smim18
gene30530	rbpms
gene10604	Xetrov90001757m.g
gene17441	dctn6
gene23045	chrnb3
gene30985	chrna6
gene6338	prc1.2
gene29626	idua
gene23433	slc26a1
gene7938	rbp4l
gene31619	pde6b
gene26465	LOC100487782
gene21485	dnah6
gene3274	LOC100489200
gene15844	anxa3
gene8986	Xetrov90001771m.g
gene16697	LOC105946048
gene22234	fras1
gene27283	mrpl1
gene8101	cnot6l
gene9134	Xetrov90001777m.g
gene14932	cxcl13
gene16979	LOC105946340
gene20156	mfhas1
gene22981	cldn23
gene26130	lin54
gene33364	LOC100489354
gene15780	sec31a
gene2929	helq
gene22199	LOC105946056
gene15994	gpat3
gene30708	LOC105946064
gene24355	LOC101731967
gene19544	LOC108648867
gene12922	Xetrov90001804m.g
gene5879	nkx6-1
gene5030	cds1
gene23718	wdfy3
gene16948	LOC108645677
gene3526	LOC108648878
gene11127	Xetrov90001809m.g
gene20518	arhgap24
gene16621	mapk10
gene33404	LOC105945479
gene29611	LOC105945480
gene23309	hsd17b13
gene18131	LOC108645709
gene3686	LOC100496714
gene9771	Xetrov90001817m.g
gene30931	klhl8
gene11566	Xetrov90001819m.g
gene29337	aff1
gene13431	Xetrov90001822m.g
gene3136	stbd1
gene16367	LOC105948145
gene11844	Xetrov90001824m.g
gene31310	LOC108648883
gene34104	LOC105948246
gene20788	LOC101731753
gene24059	shroom3
gene10268	Xetrov90001827m.g
gene20011	sowahb
gene32005	sept11
gene28070	LOC100487847
gene28718	ccni
gene30112	LOC105946481
gene4530	ccng2
gene23960	LOC100491058
gene3704	adh6
gene28225	LOC100499484-c9orf174
gene26123	tdrd7
gene21949	tmod1
gene3203	tstd2
gene3804	ncbp1
gene24449	LOC108648886
gene455	xpa
gene5982	foxe1
gene18830	trmo
gene4049	hemgn
gene4557	anp32b
gene29185	coro2a
gene20801	kiaa0368
gene1435	smc2
gene9500	Xetrov90001852m.g
gene33289	dnajc25
gene4163	gng10
gene13597	LOC100486040
gene14597	LOC100487050
gene10444	Xetrov90001857m.g
gene10616	Xetrov90001857m.g
gene15297	Xetrov90001858m.g
gene4598	ugcg
gene6759	susd1
gene14844	Xetrov90001861m.g
gene23869	ptbp3
gene530	hsdl2
gene30152	kiaa1958
gene655	inip
gene8431	snx30
gene32076	LOC100487203
gene17819	LOC100487354
gene24265	slc46a2
gene29687	akap2
gene24058	LOC105945455
gene19897	palm2
gene7511	LOC100487674
gene4855	dcaf10
gene4043	slc25a51
gene17858	frmpd1
gene181	tomm5
gene26140	LOC101732014
gene21912	cep290
gene22549	fbxo10
gene7904	polr1e
gene5505	zbtb5
gene6813	grhpr.2
gene6503	grhpr.1
gene880	LOC594879
gene1697	LOC100493491
gene32219	LOC100494812
gene26797	zcchc7
gene22603	pax5
gene32548	melk
gene21153	LOC101734738
gene25301	LOC101734867
gene4300	rnf38
gene33394	trim14
gene24560	nans
gene28544	clta
gene32564	gne
gene18331	cplx1
gene25270	LOC101732135
gene24049	LOC108645678
gene2935	pcgf3
gene33960	mfsd7
gene14818	Xetrov90001912m.g
gene20735	dgkq
gene21078	LOC100144954
gene26708	LOC100492550
gene4513	map1s
gene18166	LOC100494334
gene13003	LOC100494334
gene5406	b3gnt3
gene15865	fcho1
gene24590	b3gnt3
gene428	rflcii
gene8066	jak3
gene30536	slc5a5
gene17458	ccdc124
gene1066	kcnn1
gene3780	ocel1
gene5733	MGC147419
gene5970	nr2f6
gene24674	LOC100492884
gene2147	babam1
gene18689	insr
gene3844	use1
gene29168	nwd1
gene1618	sin3b
gene4586	f2rl3
gene7999	cpamd8
gene15959	haus8
gene17754	myo9b
gene30894	LOC100492058
gene465	tmem38a
gene32721	smim7
gene7604	med26
gene2880	slc35e1
gene5622	cherp
gene4624	c19orf44
gene33071	eps15l1
gene1871	klf2
gene8427	gdf3
gene15299	Xetrov90001965m.g
gene87	gdf1
gene6818	ddx49
gene24352	cers1
gene5490	cope
gene32013	homer3
gene32123	LOC101733901
gene18898	LOC101733849
gene27213	LOC101733785
gene30004	thap1
gene20687	LOC108648926
gene26126	jund.2
gene32798	srp72
gene26274	LOC105945472
gene4549	arl9
gene5771	hopx
gene25614	spink2
gene21331	rnf170
gene19520	hook3
gene10373	Xetrov90001984m.g
gene14988	Xetrov90001985m.g
gene33806	LOC101735098
gene27498	LOC101735206
gene23334	LOC108648927
gene17112	LOC105946338
gene477	trabd2a
gene13388	Xetrov90001988m.g
gene15524	Xetrov90001989m.g
gene1036	abhd8
gene863	mrpl34
gene29556	dda1
gene32603	ano8
gene15866	gtpbp3
gene24592	plvap
gene31561	cilp2
gene17179	yjefn3
gene7038	exosc3
gene1685	gatad2a
gene3787	mau2
gene22918	sugp1
gene3	mef2bnb
gene31125	rfxank
gene26894	nr2c2ap
gene5394	ncan
gene33433	hapln4
gene7896	tm6sf2
gene13375	Xetrov90002011m.g
gene4424	tmem221
gene8279	LOC101731124
gene32879	mir9b
gene3349	tmem161a
gene5412	slc25a42
gene6249	armc6
gene5892	sugp2
gene6140	c19orf70
gene5463	hsd11b1l
gene17805	celf5
gene987	ncln
gene18055	s1pr4
gene4854	ppap2c
gene7495	tle2
gene1438	aes
gene6605	gna11
gene17968	shb
gene22125	LOC108648928
gene25906	aldh1b1
gene5222	igfbpl1
gene6247	topors
gene27706	LOC101731966
gene5072	ndufb6
gene19382	tmem215
gene22434	LOC101732945
gene2084	ltb4dh
gene4305	ptgr1.2
gene17629	ptgr1.1
gene211	LOC100485344
gene2547	LOC100497910
gene22991	LOC100498068
gene28174	LOC100498224
gene6190	LOC100170428
gene31059	txn
gene20200	LOC105945423
gene6749	lpar1
gene21898	musk
gene27217	svep1
gene10078	Xetrov90002054m.g
gene2540	LOC100170420
gene13141	Xetrov90002058m.g
gene14298	Xetrov90002059m.g
gene16930	grin3a
gene4645	lppr1
gene7689	trmt10b
gene18282	ddx58
gene24626	aco1
gene28993	ccdc171
gene9240	LOC100493452
gene13407	LOC100493452
gene30493	bnc2
gene12266	Xetrov90002078m.g
gene18077	LOC108648929
gene22091	cntln
gene26275	sh3gl2
gene13018	Xetrov90002082m.g
gene18713	adamtsl1
gene8619	Xetrov90002084m.g
gene22165	haus6
gene26659	dennd4c
gene12012	LOC101733219-like
gene2185	plin2
gene18157	opn3
gene5524	rps6
gene296	acer2
gene16986	slc24a2
gene23853	mllt3
gene15731	Xetrov90002098m.g
gene27604	focad
gene33810	hacd4
gene4825	LOC101733073
gene32987	LOC108644470
gene8769	Xetrov90002103m.g
gene3648	nipsnap3a
gene23765	abca1
gene16962	LOC105945318
gene31646	slc44a1
gene15381	Xetrov90002109m.g
gene25280	fsd1l
gene5010	fktn
gene4888	tal2
gene6467	tmem38b
gene12816	Xetrov90002114m.g
gene4870	znf462
gene435	rad23b
gene5647	klf4
gene19783	mir31a
gene33120	mtap
gene1397	cdkn2b
gene4446	dmrta1
gene32673	LOC101732284
gene2174	elavl2
gene11941	Xetrov90002123m.g
gene14074	Xetrov90002125m.g
gene9733	Xetrov90002126m.g
gene4802	caap1
gene528	plaa
gene20717	ift74
gene23151	lrrc19
gene27447	tek
gene2901	LOC100036702
gene351	mob3b
gene5452	c9orf72
gene25759	LOC101731166
gene30930	LOC100490987
gene17753	LOC100490813
gene30754	LOC101731459
gene25498	LOC101731560
gene21915	LOC100490647
gene19237	LOC100492272
gene32178	LOC101731848
gene29265	LOC101730797
gene23228	LOC100490478
gene19353	crygd
gene33440	LOC108644466
gene21265	lingo2
gene8700	Xetrov90002150m.g
gene22827	LOC108645710
gene23602	psip1
gene27748	snapc3
gene4370	ttc39b
gene30979	frem1
gene24118	cer1
gene25651	zdhhc21
gene34069	trnah-gug
gene19543	nfib
gene30420	LOC105945258
gene26426	LOC105946450
gene30422	mpdz
gene13688	Xetrov90002184m.g
gene16029	lurap1l
gene325	tyrp1
gene17387	LOC101733619
gene13261	Xetrov90002188m.g
gene21003	ptprd
gene25080	ptprd
gene14364	LOC101733570
gene34044	kdm4c
gene3324	gldc
gene5236	uhrf2
gene5307	kiaa2026
gene6465	fxn
gene3597	mlana
gene5547	ermp1
gene32088	ric1
gene17673	pdcd1lg2
gene10147	pdcd1lg2
gene29241	LOC101731191
gene4054	plgrkt
gene7173	rflb
gene1078	jak2
gene8966	Xetrov90002209m.g
gene27984	mir101a-1
gene22870	rcl1
gene20042	ak3
gene2738	cdc37l1
gene16629	spata6l
gene12044	Xetrov90002214m.g
gene29997	slc1a1
gene27269	glis3
gene22134	rfx3
gene18655	crygb
gene2481	LOC100496681
gene1286	LOC100496840
gene21038	carm1p1
gene1217	kiaa0020
gene34153	kcnv2
gene5705	vldlr
gene15548	Xetrov90002228m.g
gene14097	Xetrov90002230m.g
gene23628	smarca2
gene213	dmrt2
gene2674	dmrt3
gene32325	dmrt1
gene28249	trnay-gua
gene26122	kank1
gene31068	dock8
gene1878	LOC100486380
gene7789	cbwd2
gene385	cbwd1.1
gene955	LOC100486127
gene77	foxd4l1.1
gene22587	LOC105945186
gene27535	foxd4l1.2
gene32773	pgm5
gene15453	Xetrov90002247m.g
gene8782	pgm5
gene6987	tmem252
gene16531	LOC100487784
gene26264	pip5k1b
gene653	MGC76064
gene16022	tjp2
gene30387	LOC108644692
gene28925	LOC108644691
gene24844	fam189a2
gene18642	apba1
gene3573	ptar1
gene22621	c9orf135
gene32330	mamdc2
gene6203	smc5
gene1661	klf9
gene32356	LOC108644703
gene19412	trpm3
gene17686	mir204-2
gene27426	tmem2
gene30349	LOC105948582
gene4328	abhd17b
gene2	c9orf85
gene26497	gda
gene18264	zfand5
gene23530	tmc1
gene28609	tmc2
gene6052	aldh1a1
gene18271	cyp1d1
gene23488	LOC105946329
gene3158	anxa1-like.1
gene6537	anxa1-like.2
gene5202	anxa8
gene17156	rorb
gene27686	trpm6
gene12861	Xetrov90002278m.g
gene7272	LOC100487522
gene1984	c9orf41
gene6328	nmrk1
gene14034	Xetrov90002282m.g
gene30262	LOC108645711
gene25156	LOC108645712
gene10312	Xetrov90002283m.g
gene19001	pcsk5
gene15186	LOC101730423
gene23123	LOC108644710
gene6707	rfk
gene34159	gcnt1
gene11102	LOC100494124
gene31599	prune2
gene10218	Xetrov90002290m.g
gene8712	Xetrov90002291m.g
gene2269	foxb2
gene29025	vps13a
gene34122	gna14
gene33687	gnaq
gene16271	LOC105946328
gene4012	cep78
gene2364	psat1
gene24634	LOC105948580
gene29905	tle4
gene10190	Xetrov90002300m.g
gene25905	LOC105948579
gene21929	tle1
gene6414	MGC147600
gene24734	LOC100492437
gene30282	mrps18c
gene2915	gkap1
gene3077	ubqln1
gene22314	LOC105948530
gene19096	idnk
gene31293	frmd3
gene8453	hnrpk
gene21417	mir7-1
gene1213	rmi1
gene28712	slc28a3
gene11820	Xetrov90002314m.g
gene24774	ntrk2
gene18702	agtpbp1
gene6546	naa35
gene26967	golm1
gene24953	LOC108645713
gene4605	kissr1b
gene22740	isca1
gene27018	zcchc6
gene4889	gas1
gene31	dapk1
gene7386	ctsv
gene34207	fbp2
gene7071	fbp1
gene33273	c9orf3
gene21889	mir23b
gene26028	mir27b
gene30221	mir24a
gene25093	fancc
gene19854	ptch1
gene24018	ercc6l2
gene11747	ercc6l2
gene28151	hsd17b3
gene32686	slc35d2
gene18315	fam175a
gene21875	znf367
gene8546	Xetrov90002341m.g
gene6224	habp4
gene28564	cdc14b
gene12781	Xetrov90002349m.g
gene33580	aaed1
gene259	LOC101734454
gene7103	tdgf1.3
gene21014	LOC108644740
gene28661	tdgf1.2
gene33883	LOC108645714
gene4712	tdgf1.1
gene26499	LOC108644741
gene16922	LOC105948575
gene29984	lrrc2
gene8271	sass6
gene19694	cntnap4
gene12131	cntnap4
gene32901	LOC108645679
gene1198	mfsd14b
gene15538	LOC100487003
gene9355	Xetrov90002362m.g
gene4141	spin1
gene27733	nxnl2
gene22446	LOC108645680
gene19476	LOC108645681
gene6230	s1pr3
gene31696	LOC100496269
gene26561	shc3
gene8292	cks2
gene221	secisbp2
gene15895	sema4d
gene29294	LOC100487305
gene10739	gadd45g
gene26127	gadd45g
gene20962	diras2
gene6622	LOC100486534
gene5267	syk
gene30045	auh
gene889	nfil3
gene18494	ror2
gene23629	sptlc1
gene28222	cdc42se2
gene4282	rabggta
gene2954	tgm1
gene5373	gmpr2
gene7430	nedd8
gene21094	LOC105948573
gene6147	tm9sf1
gene33961	ipo4
gene6715	LOC100486385
gene7077	rec8
gene28914	irf9
gene23705	rnf31
gene1292	psme2
gene27333	emc9
gene21249	psme1
gene3165	fitm1
gene5843	dcaf11
gene2773	pck2
gene29245	cebpe
gene33137	slc7a8
gene6644	homez
gene6017	twsg2
gene20798	ppp1r3e
gene16838	bcl2l2
gene5206	pabpn1
gene28211	efs
gene4159	cmtm5
gene5773	myh6
gene21938	mir208
